SiteName,X,Y,TargetSOC,SampleDate,2022_A01,2022_A02,2022_A03,2022_A04,2022_A05,2022_A06,2022_A07,2022_A08,2022_A09,2022_A10,2022_A11,2022_A12,2022_A13,2022_A14,2022_A15,2022_A16,2022_A17,2022_A18,2022_A19,2022_A20,2022_A21,2022_A22,2022_A23,2022_A24,2022_A25,2022_A26,2022_A27,2022_A28,2022_A29,2022_A30,2022_A31,2022_A32,2022_A33,2022_A34,2022_A35,2022_A36,2022_A37,2022_A38,2022_A39,2022_A40,2022_A41,2022_A42,2022_A43,2022_A44,2022_A45,2022_A46,2022_A47,2022_A48,2022_A49,2022_A50,2022_A51,2022_A52,2022_A53,2022_A54,2022_A55,2022_A56,2022_A57,2022_A58,2022_A59,2022_A60,2022_A61,2022_A62,2022_A63,2022_A64,2024_A01,2024_A02,2024_A03,2024_A04,2024_A05,2024_A06,2024_A07,2024_A08,2024_A09,2024_A10,2024_A11,2024_A12,2024_A13,2024_A14,2024_A15,2024_A16,2024_A17,2024_A18,2024_A19,2024_A20,2024_A21,2024_A22,2024_A23,2024_A24,2024_A25,2024_A26,2024_A27,2024_A28,2024_A29,2024_A30,2024_A31,2024_A32,2024_A33,2024_A34,2024_A35,2024_A36,2024_A37,2024_A38,2024_A39,2024_A40,2024_A41,2024_A42,2024_A43,2024_A44,2024_A45,2024_A46,2024_A47,2024_A48,2024_A49,2024_A50,2024_A51,2024_A52,2024_A53,2024_A54,2024_A55,2024_A56,2024_A57,2024_A58,2024_A59,2024_A60,2024_A61,2024_A62,2024_A63,2024_A64,
DD5W005P07287N051P80999,188268.31,216840.23,3.8891008,11/06/2018,-0.17937717,-0.1417301,-0.2214533,0.09356401,-0.004982699,-0.09356401,0.07111111,0.048227604,0.19291042,-0.07111111,-0.019930797,0.044844292,-0.075355634,0.05173395,-0.06698962,0.13588619,-0.06698962,0.075355634,0.041584007,0.008858131,0.00153787,-0.13016532,0.041584007,0.16633603,0.044844292,0.0022145328,0.21413302,-0.16,0.06698962,0.1417301,-0.14769705,0.14769705,0.008858131,0.029773165,-0.012056901,0.16,-0.11374087,0.022206843,-0.2069358,0.13588619,0.21413302,0.041584007,-0.103406385,0.019930797,0.18608227,-0.18608227,-0.041584007,-0.075355634,0.24415225,-0.13588619,-0.29287198,0.06698962,-0.059115727,-0.2214533,0.21413302,-0.22889657,-0.103406385,-0.044844292,-0.044844292,0.017777778,0.103406385,-0.06698962,0.055363324,-0.09356401,-0.17279507,-0.14769705,-0.21413302,0.07972319,-0.01574779,-0.13016532,0.08882737,0.048227604,0.17279507,-0.059115727,-0.03254133,0.059115727,-0.07111111,0.06698962,-0.07972319,0.06698962,-0.055363324,0.044844292,0.02460592,0.048227604,-0.010396002,-0.13588619,0.041584007,0.17937717,0.044844292,0.041584007,0.2069358,-0.16,0.03254133,0.13016532,-0.18608227,0.16633603,0.02460592,0.01574779,0.041584007,0.17279507,-0.11909266,0.0002460592,-0.19291042,0.103406385,0.19291042,0.06698962,-0.075355634,0.010396002,0.16633603,-0.18608227,-0.027128028,-0.10851211,0.25990003,-0.16,-0.3100961,0.08882737,-0.010396002,-0.19291042,0.24415225,-0.2214533,-0.06299116,-0.02460592,-0.06299116,-0.008858131,0.08882737,-0.075355634,0.035432525,-0.09356401
DD5W005P02062N051P74355,191563.1,209301.88,2.8738022,05/06/2018,-0.16633603,-0.14769705,-0.19986159,0.08421376,0.017777778,-0.09356401,0.08421376,0.03254133,0.2069358,-0.035432525,-0.07972319,0.07111111,-0.11909266,0.044844292,-0.055363324,0.18608227,-0.08421376,0.09842368,0.11909266,-0.00615148,-0.044844292,-0.11909266,0.029773165,0.2069358,0.05173395,-0.041584007,0.2214533,-0.14769705,0.075355634,-0.019930797,-0.1417301,0.11374087,0.03844675,0.044844292,-0.013840831,0.19986159,-0.12456747,-0.041584007,-0.17279507,0.18608227,0.19291042,0.059115727,-0.17279507,0.017777778,0.18608227,-0.22889657,-0.048227604,-0.048227604,0.17279507,-0.075355634,-0.25196463,0.013840831,-0.10851211,-0.21413302,0.18608227,-0.2214533,-0.11374087,-0.017777778,-0.13016532,0.05173395,0.05173395,-0.08421376,-0.013840831,-0.029773165,-0.17279507,-0.08882737,-0.16633603,-0.044844292,-0.059115727,-0.17279507,0.08882737,-0.010396002,0.25990003,-0.00153787,-0.0002460592,0.075355634,-0.12456747,0.07972319,-0.17279507,0.07972319,-0.07111111,0.153787,0.11909266,-0.103406385,-0.1417301,-0.029773165,0.010396002,0.2214533,0.027128028,-0.13588619,0.21413302,0.02460592,0.02460592,-0.10851211,-0.059115727,0.06698962,0.14769705,-0.019930797,0.059115727,0.19291042,-0.153787,-0.075355634,-0.03844675,0.17279507,0.055363324,0.013840831,-0.09356401,-0.07111111,-0.02460592,-0.22889657,0.041584007,-0.059115727,0.25990003,-0.13016532,-0.25990003,0.06698962,-0.0030142253,-0.21413302,0.2069358,-0.2364629,-0.12456747,-0.10851211,-0.041584007,-0.027128028,0.022206843,-0.1417301,0.03254133,-0.00615148
DD5W004P94820N051P88100,197179.98,224380.8,4.536691,07/06/2018,-0.14769705,-0.10851211,-0.24415225,0.09842368,-0.029773165,-0.17937717,0.059115727,0.06299116,0.19986159,-0.027128028,-0.07972319,0.03844675,-0.09842368,0.03844675,-0.13588619,0.07111111,-0.08882737,0.044844292,0.008858131,0.07972319,-0.010396002,-0.055363324,0.004982699,0.14769705,0.019930797,-0.07111111,0.153787,-0.16,0.022206843,0.13588619,-0.17937717,0.16,-0.06299116,0.017777778,-0.03254133,0.19986159,-0.08421376,0.013840831,-0.17937717,0.09356401,0.22889657,0.13016532,-0.10851211,0.008858131,0.11909266,-0.16,0.019930797,-0.18608227,0.21413302,-0.17937717,-0.27613994,0.09356401,0.03844675,-0.2364629,0.1417301,-0.22889657,-0.09356401,0.010396002,-0.059115727,0.044844292,0.12456747,-0.09842368,-0.027128028,-0.12456747,-0.16633603,-0.10851211,-0.25990003,0.07972319,-0.022206843,-0.22889657,0.06698962,0.06698962,0.16633603,0.019930797,-0.13588619,0.059115727,-0.06299116,0.02460592,-0.16,0.041584007,-0.09842368,0.035432525,0.012056901,0.11909266,0.01574779,-0.029773165,-0.029773165,0.17937717,0.027128028,-0.044844292,0.14769705,-0.14769705,0.012056901,0.12456747,-0.17937717,0.1417301,-0.041584007,0.008858131,0.029773165,0.19986159,-0.07111111,0.0030142253,-0.17937717,0.041584007,0.21413302,0.14769705,-0.08882737,-0.0039369473,0.10851211,-0.13588619,0.048227604,-0.17937717,0.2214533,-0.16633603,-0.28444445,0.08882737,0.06299116,-0.2364629,0.16,-0.21413302,-0.048227604,0.007443291,-0.103406385,0.02460592,0.06299116,-0.09842368,-0.041584007,-0.103406385
DD5W004P45704N050P91946,227394.11,116209.66,3.8824744,16/08/2018,-0.19291042,-0.06299116,-0.14769705,0.03254133,-0.019930797,-0.18608227,0.01574779,0.103406385,0.2069358,-0.07972319,-0.075355634,0.075355634,-0.035432525,0.08421376,-0.10851211,0.1417301,-0.08882737,0.044844292,0.07111111,-0.08421376,-0.075355634,-0.10851211,-0.0039369473,0.1417301,-0.0030142253,0.012056901,0.14769705,-0.153787,0.044844292,0.09356401,-0.103406385,0.1417301,-0.029773165,0.10851211,-0.007443291,0.21413302,-0.059115727,0.17279507,-0.18608227,0.16633603,0.22889657,0.16633603,-0.08882737,0.048227604,0.19291042,-0.153787,-0.14769705,-0.05173395,0.21413302,-0.16633603,-0.3553095,0.10851211,0.01574779,-0.1417301,0.19986159,-0.11909266,-0.044844292,0.019930797,-0.10851211,0.041584007,0.06698962,-0.055363324,0.004982699,-0.0039369473,-0.19986159,-0.05173395,-0.16633603,0.06299116,-0.008858131,-0.2364629,0.044844292,0.11374087,0.2069358,-0.06299116,-0.08421376,0.075355634,-0.007443291,0.08882737,-0.103406385,0.11374087,-0.08421376,0.03254133,0.019930797,-0.055363324,-0.055363324,-0.09356401,-0.027128028,0.16633603,-0.00615148,0.044844292,0.13016532,-0.153787,0.022206843,0.11374087,-0.13016532,0.1417301,-0.022206843,0.06299116,0.03844675,0.17937717,-0.07972319,0.19291042,-0.18608227,0.10851211,0.2214533,0.153787,-0.06698962,0.019930797,0.16633603,-0.14769705,-0.12456747,-0.059115727,0.22889657,-0.18608227,-0.37425604,0.11374087,0.048227604,-0.13016532,0.21413302,-0.103406385,0.007443291,0.029773165,-0.13588619,0.035432525,0.06299116,-0.06299116,-0.0022145328,0.010396002
DD5W004P50806N051P80872,227191.78,215207.48,6.5960555,22/05/2018,-0.16633603,-0.18608227,-0.2364629,0.07972319,-0.022206843,-0.16633603,0.00615148,0.022206843,0.19986159,-0.017777778,-0.048227604,0.05173395,-0.11374087,0.048227604,-0.1417301,-0.041584007,-0.11909266,0.07111111,0.02460592,0.05173395,-0.06299116,-0.059115727,-0.017777778,0.2069358,-0.022206843,0.06698962,0.16633603,-0.11909266,0.11374087,0.09356401,-0.16,0.10851211,-0.041584007,-0.0039369473,0.004982699,0.17937717,-0.00153787,0.044844292,-0.09842368,0.09842368,0.16,0.044844292,-0.035432525,-0.0030142253,0.10851211,-0.11909266,-0.048227604,-0.14769705,0.22889657,-0.153787,-0.3553095,0.16633603,0.103406385,-0.2364629,0.2214533,-0.21413302,-0.07972319,0.00153787,-0.12456747,-0.027128028,0.12456747,-0.10851211,0.044844292,-0.09356401,-0.19291042,-0.18608227,-0.2364629,0.059115727,-0.03844675,-0.2069358,0.03254133,0.029773165,0.17279507,-0.00615148,-0.075355634,0.075355634,-0.03844675,0.06698962,-0.1417301,-0.03844675,-0.13016532,0.019930797,0.019930797,0.019930797,-0.059115727,-0.059115727,-0.06299116,0.2364629,-0.01574779,0.055363324,0.17279507,-0.103406385,0.075355634,0.08421376,-0.14769705,0.10851211,-0.027128028,-0.022206843,0.06698962,0.17937717,-0.05173395,0.035432525,-0.07111111,0.09356401,0.1417301,0.035432525,-0.022206843,-0.013840831,0.09356401,-0.13016532,-0.01574779,-0.103406385,0.22889657,-0.19291042,-0.34602076,0.153787,0.09356401,-0.25196463,0.2214533,-0.2214533,-0.048227604,-0.03254133,-0.19986159,-0.02460592,0.05173395,-0.09842368,0.055363324,-0.041584007
DD5W004P55998N051P96678,224231.67,232908.03,4.688485,15/06/2018,-0.19291042,-0.05173395,-0.25990003,0.075355634,0.0022145328,-0.19291042,0.03844675,0.0022145328,0.21413302,-0.027128028,-0.06299116,0.008858131,-0.12456747,0.03844675,-0.13588619,0.103406385,-0.03844675,0.17279507,-0.0000615148,-0.029773165,-0.059115727,-0.12456747,0.06698962,0.21413302,0.027128028,0.035432525,0.19986159,-0.11909266,0.035432525,-0.0022145328,-0.12456747,0.153787,0.17937717,0.004982699,0.06299116,0.153787,-0.08882737,0.09356401,-0.19291042,0.103406385,0.19291042,0.027128028,-0.09356401,-0.07972319,0.153787,-0.18608227,-0.06299116,-0.03844675,0.25990003,-0.075355634,-0.25990003,0.09356401,0.004982699,-0.12456747,0.27613994,-0.19986159,-0.041584007,-0.03254133,-0.055363324,0.022206843,0.13016532,-0.059115727,0.017777778,-0.059115727,-0.19986159,-0.05173395,-0.24415225,0.13016532,-0.055363324,-0.25196463,0.05173395,0.055363324,0.22889657,-0.06698962,-0.044844292,0.041584007,-0.09356401,0.02460592,-0.14769705,0.06698962,-0.044844292,0.09842368,0.029773165,-0.008858131,-0.041584007,-0.10851211,0.059115727,0.24415225,0.029773165,0.07111111,0.17279507,-0.1417301,-0.010396002,0.048227604,-0.18608227,0.17279507,0.14769705,0.035432525,0.07972319,0.16,-0.08882737,0.07972319,-0.17279507,0.041584007,0.17279507,0.06299116,-0.055363324,-0.059115727,0.11909266,-0.21413302,-0.041584007,-0.029773165,0.28444445,-0.08421376,-0.25196463,0.07111111,0.048227604,-0.13588619,0.24415225,-0.17279507,-0.027128028,-0.048227604,-0.11374087,0.027128028,0.06299116,-0.059115727,-0.00153787,-0.02460592
DD5W004P04212N050P51464,255313.45,70308.484,9.48927,06/07/2018,-0.19291042,-0.09356401,-0.153787,0.02460592,-0.035432525,-0.2069358,0.012056901,-0.035432525,0.29287198,-0.14769705,0.019930797,-0.03844675,-0.13016532,0.012056901,-0.12456747,0.17937717,-0.07972319,0.14769705,0.013840831,-0.06698962,0.0039369473,0.029773165,0.044844292,0.14769705,-0.12456747,-0.012056901,0.13588619,-0.19986159,0.035432525,0.08421376,-0.048227604,0.11374087,0.03254133,0.055363324,-0.075355634,0.09842368,-0.12456747,0.3100961,-0.2069358,0.029773165,0.17279507,0.019930797,-0.07972319,-0.03254133,0.10851211,-0.08882737,-0.09356401,-0.007443291,0.25990003,-0.2364629,-0.19986159,0.075355634,0.035432525,-0.14769705,0.19291042,-0.153787,-0.08421376,0.029773165,0.019930797,0.09842368,0.1417301,0.013840831,-0.0039369473,-0.16,-0.21053441,-0.10875817,-0.12219915,0.02983468,-0.059177242,-0.23744714,-0.006305267,-0.022268359,0.2972703,-0.13016532,-0.007474049,-0.047766246,-0.11374087,0.02983468,-0.13613226,0.16993463,-0.09599385,0.13302577,-0.0019684737,-0.043337177,0.022452902,0.031526335,0.037062667,0.14228374,-0.13893119,-0.01999231,0.17334871,-0.18961938,0.0014763554,0.09362553,-0.047858518,0.12748942,0.028942714,0.047274128,-0.066220686,0.103406385,-0.1034679,0.2929335,-0.1999231,0.041245677,0.18608227,0.020699732,-0.09866974,-0.025990004,0.11641677,-0.1251211,-0.071172625,-0.009996155,0.26429835,-0.2522107,-0.18961938,0.07996924,0.04878124,-0.14197616,0.17962322,-0.15086505,-0.06941946,0.015778547,-0.027374087,0.08888888,0.1219531,-0.014394464,-0.005966936,-0.10128412
DD5W004P19834N051P11625,246229.08,137517.12,1.5832021,15/10/2018,-0.22889657,-0.19986159,-0.08421376,0.03844675,-0.027128028,-0.12456747,0.029773165,0.012056901,0.21413302,-0.13588619,-0.022206843,0.08421376,-0.14769705,0.11909266,-0.09356401,0.059115727,-0.103406385,0.21413302,0.13016532,-0.008858131,-0.07111111,-0.022206843,0.10851211,0.21413302,-0.03254133,0.03254133,0.25196463,-0.055363324,0.09842368,-0.07972319,-0.041584007,0.0039369473,0.07111111,-0.008858131,-0.055363324,0.16,-0.08421376,0.0039369473,-0.075355634,0.16633603,0.12456747,0.035432525,-0.07972319,-0.07972319,0.017777778,-0.16633603,-0.03254133,-0.06299116,0.25990003,-0.10851211,-0.32781237,0.17279507,0.0039369473,-0.16633603,0.25196463,-0.16,-0.153787,-0.02460592,-0.07972319,-0.048227604,0.09356401,-0.13016532,0.00615148,-0.11909266,-0.24415225,-0.13016532,-0.2214533,0.029773165,-0.0030142253,-0.19986159,0.11374087,0.010396002,0.21413302,-0.075355634,-0.035432525,0.055363324,-0.12456747,0.08882737,-0.13016532,0.010396002,-0.11374087,0.17279507,0.06299116,0.02460592,-0.08882737,-0.004982699,0.012056901,0.2069358,0.035432525,-0.00153787,0.22889657,-0.09842368,0.044844292,0.00153787,-0.08882737,0.010396002,0.029773165,-0.041584007,0.055363324,0.11374087,-0.09842368,0.075355634,-0.048227604,0.09842368,0.07972319,0.02460592,-0.044844292,-0.06698962,0.00615148,-0.13588619,0.007443291,-0.08882737,0.32781237,-0.16,-0.30142254,0.18608227,0.07111111,-0.19291042,0.25196463,-0.19291042,-0.09356401,-0.10851211,-0.06698962,-0.07972319,0.07972319,-0.1417301,-0.01574779,-0.10851211
DD5W004P04536N050P71509,255699.19,92602.34,4.959487,18/06/2018,-0.21413302,-0.16,-0.24415225,0.14769705,0.044844292,-0.27613994,0.010396002,0.017777778,0.18608227,-0.03844675,-0.048227604,0.059115727,-0.09842368,-0.01574779,-0.10851211,0.1417301,-0.048227604,0.07111111,0.027128028,0.055363324,0.022206843,-0.103406385,-0.01574779,0.22889657,0.008858131,-0.013840831,0.17937717,-0.25990003,0.055363324,0.07111111,-0.18608227,0.022206843,0.044844292,-0.019930797,0.041584007,0.18608227,-0.10851211,0.044844292,-0.1417301,0.027128028,0.16633603,0.11374087,-0.11374087,0.035432525,0.06698962,-0.153787,0.010396002,-0.06299116,0.19986159,-0.13588619,-0.32781237,0.029773165,-0.019930797,-0.059115727,0.25196463,-0.13588619,-0.12456747,0.0022145328,-0.13588619,0.02460592,0.09842368,-0.08882737,-0.00615148,-0.07111111,-0.1999231,-0.15689349,-0.24470589,0.15403306,0.012118416,-0.24842754,0.028112264,0.015532487,0.19315648,-0.02768166,-0.06363706,0.033094965,-0.10365244,-0.014794311,-0.10632834,0.12130719,-0.055609383,0.06142253,0.0024605924,0.08421376,0.008827373,-0.09356401,-0.02460592,0.2443983,0.018977316,-0.023744714,0.19638601,-0.2289581,0.044444446,0.077539414,-0.20462899,0.053548634,0.022145329,-0.012272202,0.04321415,0.16956556,-0.11374087,0.015532487,-0.14326797,0.034755863,0.17334871,0.115278736,-0.1251211,0.04075356,0.10165321,-0.1359477,0.01999231,-0.08652057,0.20041522,-0.10595925,-0.3100961,0.016762784,0,-0.08196847,0.22517493,-0.18706651,-0.10875817,-0.03598616,-0.15111111,0.019223375,0.09131873,-0.1219531,0.0119338725,-0.0779085
DD5W004P35976N051P80886,237414.8,214881.02,4.2036133,22/05/2018,-0.16633603,-0.12456747,-0.1417301,0.08882737,-0.03254133,-0.19986159,0.027128028,0.07111111,0.19291042,-0.06299116,0.041584007,0.029773165,-0.09842368,0.048227604,-0.11909266,0.11374087,-0.01574779,0.00615148,-0.022206843,-0.03844675,-0.07111111,-0.03844675,-0.010396002,0.16,0.029773165,-0.035432525,0.06698962,-0.13588619,0.03844675,0.14769705,-0.1417301,0.17937717,-0.02460592,0.017777778,0.027128028,0.13016532,-0.17937717,0.11374087,-0.27613994,0.048227604,0.19291042,0.13016532,-0.03254133,0.048227604,0.13588619,-0.10851211,-0.059115727,-0.17279507,0.28444445,-0.17279507,-0.38391387,0.12456747,0.019930797,-0.13588619,0.17937717,-0.17279507,-0.02460592,-0.029773165,-0.03844675,0.09842368,0.10851211,-0.075355634,0.019930797,-0.11374087,-0.17937717,-0.11374087,-0.14769705,0.07111111,-0.029773165,-0.2364629,0.00615148,0.09356401,0.19986159,-0.059115727,0.017777778,0.03254133,-0.044844292,0.05173395,-0.13016532,0.041584007,-0.059115727,0.01574779,-0.027128028,-0.008858131,-0.044844292,-0.008858131,-0.022206843,0.17279507,-0.010396002,0.004982699,0.09356401,-0.10851211,-0.013840831,0.153787,-0.16,0.18608227,-0.02460592,0.010396002,0.08421376,0.11909266,-0.17937717,0.11909266,-0.25990003,0.0030142253,0.17937717,0.10851211,0.00153787,0.03254133,0.12456747,-0.07972319,-0.07972319,-0.17937717,0.29287198,-0.18608227,-0.37425604,0.14769705,0.07972319,-0.17937717,0.16,-0.17937717,-0.007443291,0.0005536332,-0.075355634,0.06698962,0.08882737,-0.075355634,-0.0030142253,-0.11374087
